state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid,state,date,critical_staffing_shortage_today_yes_wkLtr,critical_staffing_shortage_anticipated_within_week_yes
ND,8/15/2020,12,13,2,3,71,86,ND,8/22/2020,11,12
NE,8/15/2020,10,11,42,55,105,129,NE,8/22/2020,10,13
NH,8/15/2020,2,5,0,0,11,30,NH,8/22/2020,3,5
NJ,8/15/2020,10,9,1,1,266,191,NJ,8/22/2020,8,8
NM,8/15/2020,12,12,1,4,78,110,NM,8/22/2020,13,12
NV,8/15/2020,7,9,0,2,760,942,NV,8/22/2020,6,9
NY,8/15/2020,6,6,17,86,564,1496,NY,8/22/2020,6,6
OH,8/15/2020,9,11,6,26,902,1535,OH,8/22/2020,9,10
OK,8/15/2020,19,26,9,11,416,496,OK,8/22/2020,19,26
OR,8/15/2020,2,3,2,6,143,219,OR,8/22/2020,4,4
PA,8/15/2020,22,24,53,62,589,1018,PA,8/22/2020,20,23
PR,8/15/2020,7,8,2,21,239,377,PR,8/22/2020,6,6
RI,8/15/2020,2,2,5,5,83,83,RI,8/22/2020,1,1
SC,8/15/2020,43,46,13,13,983,1145,SC,8/22/2020,43,47
SD,8/15/2020,4,7,15,15,52,61,SD,8/22/2020,6,8
TN,8/15/2020,21,20,9,14,985,1187,TN,8/22/2020,21,21
TX,8/15/2020,108,126,135,169,6378,7634,TX,8/22/2020,104,126
UT,8/15/2020,4,7,20,21,158,208,UT,8/22/2020,4,5
VA,8/15/2020,11,12,3,4,648,971,VA,8/22/2020,10,15
VI,8/15/2020,1,1,0,0,8,8,VI,8/22/2020,1,1
VT,8/15/2020,1,1,0,0,3,12,VT,8/22/2020,2,1
WA,8/15/2020,17,21,9,11,377,513,WA,8/22/2020,15,19
WI,8/15/2020,10,8,1,4,407,697,WI,8/22/2020,10,7
WV,8/15/2020,9,10,1,2,134,191,WV,8/22/2020,9,10
WY,8/15/2020,3,4,0,0,18,45,WY,8/22/2020,2,2
AK,8/14/2020,2,2,0,0,33,42,AK,8/21/2020,1,1
AL,8/14/2020,31,37,24,34,1331,1541,AL,8/21/2020,33,38
AR,8/14/2020,28,27,13,17,432,692,AR,8/21/2020,25,27
AZ,8/14/2020,25,25,9,18,1024,1273,AZ,8/21/2020,24,24
CA,8/14/2020,95,110,59,96,5274,6531,CA,8/21/2020,90,107
CO,8/14/2020,3,4,65,98,199,264,CO,8/21/2020,4,7
CT,8/14/2020,0,0,0,2,48,132,CT,8/21/2020,0,0
DC,8/14/2020,3,2,3,10,91,118,DC,8/21/2020,2,2
DE,8/14/2020,1,1,0,1,35,49,DE,8/21/2020,1,1
FL,8/14/2020,13,12,49,719,6368,6938,FL,8/21/2020,9,9
GA,8/14/2020,39,45,30,82,1754,2182,GA,8/21/2020,46,44
HI,8/14/2020,2,2,1,3,153,171,HI,8/21/2020,2,2
IA,8/14/2020,6,7,2,4,255,313,IA,8/21/2020,8,7
ID,8/14/2020,7,7,1,1,166,184,ID,8/21/2020,6,6
IL,8/14/2020,15,21,15,60,806,1641,IL,8/21/2020,17,19
IN,8/14/2020,19,18,1,12,524,878,IN,8/21/2020,20,19
KS,8/14/2020,22,26,5,9,187,283,KS,8/21/2020,22,26
KY,8/14/2020,1,4,1,20,433,621,KY,8/21/2020,1,3
LA,8/14/2020,39,45,6,9,1481,1011,LA,8/21/2020,39,44
MA,8/14/2020,5,5,2,7,153,335,MA,8/21/2020,5,5
MD,8/14/2020,5,5,0,5,445,804,MD,8/21/2020,8,6
ME,8/14/2020,3,3,0,0,10,34,ME,8/21/2020,3,4
MI,8/14/2020,5,6,5,18,421,694,MI,8/21/2020,4,6
MN,8/14/2020,10,9,6,12,243,402,MN,8/21/2020,7,9
MO,8/14/2020,23,32,9,23,631,838,MO,8/21/2020,20,30
MS,8/14/2020,32,39,6,11,866,939,MS,8/21/2020,31,40
MT,8/14/2020,6,9,6,6,62,72,MT,8/21/2020,7,9
NC,8/14/2020,4,12,9,18,784,1101,NC,8/21/2020,2,10
ND,8/14/2020,12,14,2,3,84,98,ND,8/21/2020,12,13
NE,8/14/2020,12,12,47,68,99,130,NE,8/21/2020,12,15
NH,8/14/2020,4,5,0,0,13,35,NH,8/21/2020,4,4
NJ,8/14/2020,9,10,1,1,291,194,NJ,8/21/2020,10,10
NM,8/14/2020,12,11,2,6,91,116,NM,8/21/2020,11,10
NV,8/14/2020,7,10,2,5,822,996,NV,8/21/2020,8,11
NY,8/14/2020,7,6,20,107,569,1498,NY,8/21/2020,7,6
OH,8/14/2020,9,12,6,30,921,1573,OH,8/21/2020,11,12
OK,8/14/2020,20,27,9,11,465,566,OK,8/21/2020,17,26
OR,8/14/2020,2,3,2,6,139,214,OR,8/21/2020,4,5
PA,8/14/2020,22,23,55,68,605,1123,PA,8/21/2020,21,23
PR,8/14/2020,8,9,2,18,249,423,PR,8/21/2020,7,7
RI,8/14/2020,2,2,6,6,79,82,RI,8/21/2020,2,2
SC,8/14/2020,43,46,39,43,1028,1203,SC,8/21/2020,43,47
SD,8/14/2020,5,7,18,19,51,58,SD,8/21/2020,6,8
TN,8/14/2020,23,20,10,17,1087,1294,TN,8/21/2020,22,21
TX,8/14/2020,104,130,161,208,6449,7796,TX,8/21/2020,109,127
UT,8/14/2020,4,6,21,21,163,202,UT,8/21/2020,5,6
VA,8/14/2020,12,13,1,3,669,1012,VA,8/21/2020,11,12
VI,8/14/2020,1,1,0,0,6,6,VI,8/21/2020,1,1
VT,8/14/2020,1,1,0,0,3,13,VT,8/21/2020,2,1
WA,8/14/2020,14,17,9,12,370,517,WA,8/21/2020,13,17
WI,8/14/2020,9,10,1,3,405,703,WI,8/21/2020,9,7
WV,8/14/2020,8,8,1,1,136,197,WV,8/21/2020,10,10
WY,8/14/2020,3,4,0,0,15,42,WY,8/21/2020,3,3
AK,8/13/2020,2,2,0,2,30,53,AK,8/20/2020,1,1
AL,8/13/2020,33,37,37,49,1345,1602,AL,8/20/2020,28,35
AR,8/13/2020,24,24,14,84,434,1586,AR,8/20/2020,27,27
AZ,8/13/2020,25,26,9,18,1074,1311,AZ,8/20/2020,22,24
CA,8/13/2020,81,94,46,60,5673,6960,CA,8/20/2020,86,109
CO,8/13/2020,4,4,63,94,199,269,CO,8/20/2020,4,7
CT,8/13/2020,0,0,0,3,57,139,CT,8/20/2020,0,0
DC,8/13/2020,3,2,4,14,94,135,DC,8/20/2020,2,1
DE,8/13/2020,1,1,0,0,45,55,DE,8/20/2020,1,1
FL,8/13/2020,13,13,54,739,6676,7301,FL,8/20/2020,10,10
GA,8/13/2020,40,45,37,99,1801,2268,GA,8/20/2020,43,44
HI,8/13/2020,2,2,2,7,153,173,HI,8/20/2020,2,2
IA,8/13/2020,6,5,2,3,252,300,IA,8/20/2020,7,8
ID,8/13/2020,4,6,1,3,161,174,ID,8/20/2020,6,6
IL,8/13/2020,17,21,16,73,792,1658,IL,8/20/2020,17,21
IN,8/13/2020,19,19,4,14,522,850,IN,8/20/2020,17,17
KS,8/13/2020,22,25,1,5,188,276,KS,8/20/2020,20,26
KY,8/13/2020,1,4,2,19,455,657,KY,8/20/2020,1,3
LA,8/13/2020,42,45,4,9,1488,1028,LA,8/20/2020,40,46
MA,8/13/2020,5,5,5,8,157,355,MA,8/20/2020,5,5
MD,8/13/2020,4,5,2,11,467,854,MD,8/20/2020,7,5
ME,8/13/2020,3,3,0,1,13,34,ME,8/20/2020,3,4
MI,8/13/2020,5,7,4,13,436,714,MI,8/20/2020,4,7
MN,8/13/2020,9,9,4,10,259,409,MN,8/20/2020,8,10
MO,8/13/2020,21,31,9,29,621,843,MO,8/20/2020,22,31
MS,8/13/2020,34,39,3,6,847,951,MS,8/20/2020,31,39
MT,8/13/2020,5,7,0,0,59,65,MT,8/20/2020,6,7
NC,8/13/2020,5,14,9,20,806,1179,NC,8/20/2020,2,13
ND,8/13/2020,12,14,2,3,90,115,ND,8/20/2020,11,13
NE,8/13/2020,11,12,47,70,96,132,NE,8/20/2020,12,15
NH,8/13/2020,4,5,1,1,13,32,NH,8/20/2020,4,4
NJ,8/13/2020,9,9,1,1,302,194,NJ,8/20/2020,10,10
NM,8/13/2020,10,10,2,7,86,114,NM,8/20/2020,12,10
NV,8/13/2020,5,9,3,0,804,1013,NV,8/20/2020,7,11
NY,8/13/2020,6,5,19,63,592,1641,NY,8/20/2020,7,6
OH,8/13/2020,11,13,6,36,964,1769,OH,8/20/2020,9,11
OK,8/13/2020,21,27,11,17,508,640,OK,8/20/2020,19,26
OR,8/13/2020,4,4,2,12,145,231,OR,8/20/2020,3,4
PA,8/13/2020,21,23,68,95,617,1115,PA,8/20/2020,20,23
PR,8/13/2020,8,9,1,24,263,452,PR,8/20/2020,6,6
RI,8/13/2020,2,1,5,5,77,78,RI,8/20/2020,2,2
SC,8/13/2020,43,47,14,21,1091,1280,SC,8/20/2020,43,47
SD,8/13/2020,4,6,19,20,48,57,SD,8/20/2020,6,8
TN,8/13/2020,22,20,9,16,1080,1290,TN,8/20/2020,25,24
TX,8/13/2020,107,132,144,175,6513,7951,TX,8/20/2020,114,131
UT,8/13/2020,3,6,22,23,163,198,UT,8/20/2020,6,7
VA,8/13/2020,12,14,7,15,673,1023,VA,8/20/2020,11,12
VI,8/13/2020,1,1,0,0,6,6,VI,8/20/2020,1,1
VT,8/13/2020,1,1,0,0,2,13,VT,8/20/2020,1,1
WA,8/13/2020,14,18,7,12,368,556,WA,8/20/2020,17,18
WI,8/13/2020,7,9,3,7,400,697,WI,8/20/2020,9,7
WV,8/13/2020,6,7,1,4,139,209,WV,8/20/2020,10,9
WY,8/13/2020,3,4,0,0,14,28,WY,8/20/2020,3,3
AK,8/12/2020,2,2,1,2,34,53,AK,8/19/2020,2,2
AL,8/12/2020,30,39,23,30,1364,1596,AL,8/19/2020,29,34
AR,8/12/2020,26,25,15,88,440,1603,AR,8/19/2020,25,25
AZ,8/12/2020,25,26,10,14,1105,1378,AZ,8/19/2020,23,25
CA,8/12/2020,82,100,49,76,5430,6722,CA,8/19/2020,84,102
CO,8/12/2020,3,4,61,103,214,292,CO,8/19/2020,3,6
CT,8/12/2020,0,0,0,2,64,135,CT,8/19/2020,0,0
DC,8/12/2020,2,1,6,16,94,136,DC,8/19/2020,3,2
DE,8/12/2020,1,1,0,2,43,55,DE,8/19/2020,1,1
FL,8/12/2020,9,10,64,711,6879,7572,FL,8/19/2020,12,12
GA,8/12/2020,42,45,36,90,1842,2308,GA,8/19/2020,41,43
HI,8/12/2020,1,1,1,3,150,176,HI,8/19/2020,2,3
IA,8/12/2020,5,6,2,8,252,310,IA,8/19/2020,5,6
ID,8/12/2020,5,6,2,2,179,204,ID,8/19/2020,6,6
IL,8/12/2020,15,20,16,69,812,1664,IL,8/19/2020,16,21
IN,8/12/2020,18,18,5,13,516,924,IN,8/19/2020,19,19
KS,8/12/2020,22,25,2,6,174,275,KS,8/19/2020,20,25
KY,8/12/2020,1,4,1,24,452,660,KY,8/19/2020,1,3
LA,8/12/2020,43,45,7,12,1351,937,LA,8/19/2020,41,47
MA,8/12/2020,5,5,4,6,155,362,MA,8/19/2020,5,5
MD,8/12/2020,5,5,2,13,492,937,MD,8/19/2020,6,5
ME,8/12/2020,3,3,0,0,13,36,ME,8/19/2020,2,3
MI,8/12/2020,4,7,3,14,444,728,MI,8/19/2020,5,7
MN,8/12/2020,10,10,2,4,264,420,MN,8/19/2020,9,10
MO,8/12/2020,21,30,5,15,605,810,MO,8/19/2020,23,30
MS,8/12/2020,29,39,2,2,867,985,MS,8/19/2020,28,38
MT,8/12/2020,5,8,0,1,62,73,MT,8/19/2020,7,9
NC,8/12/2020,4,15,9,26,787,1228,NC,8/19/2020,3,13
ND,8/12/2020,12,14,1,3,94,113,ND,8/19/2020,11,12
NE,8/12/2020,12,16,58,72,106,150,NE,8/19/2020,10,14
NH,8/12/2020,6,7,1,1,16,46,NH,8/19/2020,5,5
NJ,8/12/2020,8,9,1,1,298,194,NJ,8/19/2020,9,9
NM,8/12/2020,12,10,2,9,96,134,NM,8/19/2020,12,11
NV,8/12/2020,5,9,4,5,840,1042,NV,8/19/2020,5,10
NY,8/12/2020,6,6,18,59,595,1673,NY,8/19/2020,7,6
OH,8/12/2020,10,12,5,55,994,1616,OH,8/19/2020,9,11
OK,8/12/2020,18,28,19,21,501,631,OK,8/19/2020,16,26
OR,8/12/2020,4,4,0,7,150,247,OR,8/19/2020,2,4
PA,8/12/2020,22,24,67,97,651,1153,PA,8/19/2020,20,23
PR,8/12/2020,8,9,8,22,276,435,PR,8/19/2020,6,6
RI,8/12/2020,2,2,6,6,78,78,RI,8/19/2020,3,3
SC,8/12/2020,43,47,10,17,1125,1306,SC,8/19/2020,43,47
SD,8/12/2020,5,6,14,16,47,55,SD,8/19/2020,4,7
TN,8/12/2020,22,21,10,14,1086,1344,TN,8/19/2020,23,21
TX,8/12/2020,107,128,122,153,7079,8471,TX,8/19/2020,109,126
UT,8/12/2020,4,7,18,18,184,219,UT,8/19/2020,5,7
VA,8/12/2020,12,14,5,7,670,996,VA,8/19/2020,11,12
VI,8/12/2020,1,1,0,0,7,7,VI,8/19/2020,1,1
VT,8/12/2020,2,1,0,0,2,9,VT,8/19/2020,1,1
WA,8/12/2020,15,15,7,11,345,471,WA,8/19/2020,12,18
WI,8/12/2020,7,8,6,9,422,712,WI,8/19/2020,12,7
WV,8/12/2020,7,9,1,3,133,208,WV,8/19/2020,9,10
WY,8/12/2020,2,3,0,1,15,30,WY,8/19/2020,3,4
AK,8/11/2020,2,2,0,1,28,46,AK,8/18/2020,2,2
AL,8/11/2020,33,40,41,52,1482,1706,AL,8/18/2020,32,37
AR,8/11/2020,25,25,13,83,454,1558,AR,8/18/2020,24,26
AZ,8/11/2020,28,29,12,20,1165,1402,AZ,8/18/2020,24,26
CA,8/11/2020,91,101,54,89,5567,6845,CA,8/18/2020,80,94
CO,8/11/2020,4,4,59,100,213,295,CO,8/18/2020,4,6
CT,8/11/2020,0,0,1,2,58,186,CT,8/18/2020,0,0
DC,8/11/2020,1,1,6,16,94,128,DC,8/18/2020,3,2
DE,8/11/2020,1,1,0,0,45,65,DE,8/18/2020,0,0
FL,8/11/2020,6,10,60,663,7104,7760,FL,8/18/2020,8,9
GA,8/11/2020,44,45,236,288,1878,2361,GA,8/18/2020,42,42
HI,8/11/2020,1,1,1,3,138,164,HI,8/18/2020,2,3
IA,8/11/2020,5,4,3,5,246,323,IA,8/18/2020,5,5
ID,8/11/2020,5,7,2,3,185,206,ID,8/18/2020,6,6
IL,8/11/2020,17,20,15,62,832,1625,IL,8/18/2020,17,19
IN,8/11/2020,20,19,4,16,528,877,IN,8/18/2020,20,19
KS,8/11/2020,23,26,2,5,187,312,KS,8/18/2020,18,24
KY,8/11/2020,1,4,1,29,460,689,KY,8/18/2020,1,3
LA,8/11/2020,43,44,0,0,21,25,LA,8/18/2020,41,47
MA,8/11/2020,5,5,4,9,163,377,MA,8/18/2020,5,5
MD,8/11/2020,7,6,2,12,497,920,MD,8/18/2020,5,5
ME,8/11/2020,3,3,0,0,14,35,ME,8/18/2020,2,3
MI,8/11/2020,4,7,1,9,457,733,MI,8/18/2020,3,8
MN,8/11/2020,10,10,4,6,291,442,MN,8/18/2020,9,10
MO,8/11/2020,20,32,6,18,626,875,MO,8/18/2020,23,30
MS,8/11/2020,34,39,6,6,881,974,MS,8/18/2020,32,39
MT,8/11/2020,4,6,0,2,67,76,MT,8/18/2020,7,10
NC,8/11/2020,4,13,10,22,787,1287,NC,8/18/2020,3,13
ND,8/11/2020,12,14,1,1,90,112,ND,8/18/2020,10,12
NE,8/11/2020,13,14,52,73,112,143,NE,8/18/2020,9,13
NH,8/11/2020,3,6,0,0,18,47,NH,8/18/2020,4,4
NJ,8/11/2020,8,8,0,0,324,198,NJ,8/18/2020,9,9
NM,8/11/2020,11,10,1,2,111,146,NM,8/18/2020,11,10
NV,8/11/2020,4,7,4,4,870,1052,NV,8/18/2020,7,10
NY,8/11/2020,5,6,17,65,613,1674,NY,8/18/2020,9,7
OH,8/11/2020,8,11,11,47,991,1943,OH,8/18/2020,8,10
OK,8/11/2020,20,25,9,11,450,615,OK,8/18/2020,17,25
OR,8/11/2020,3,4,1,6,142,238,OR,8/18/2020,3,4
PA,8/11/2020,21,22,66,95,663,1105,PA,8/18/2020,25,26
PR,8/11/2020,8,9,9,24,274,411,PR,8/18/2020,8,8
RI,8/11/2020,2,2,8,10,85,87,RI,8/18/2020,2,2
SC,8/11/2020,43,47,14,19,1161,1351,SC,8/18/2020,43,47
SD,8/11/2020,5,6,18,19,52,60,SD,8/18/2020,5,7
TN,8/11/2020,23,19,13,14,1101,1313,TN,8/18/2020,22,19
TX,8/11/2020,114,145,124,153,7130,8611,TX,8/18/2020,112,122
UT,8/11/2020,4,7,19,23,192,238,UT,8/18/2020,5,7
VA,8/11/2020,12,14,6,8,690,1018,VA,8/18/2020,11,12
VI,8/11/2020,1,1,0,0,6,6,VI,8/18/2020,1,1
VT,8/11/2020,2,1,0,0,2,14,VT,8/18/2020,1,1
WA,8/11/2020,13,14,7,14,367,527,WA,8/18/2020,10,19
WI,8/11/2020,8,8,0,3,413,676,WI,8/18/2020,10,7
WV,8/11/2020,7,9,1,4,139,205,WV,8/18/2020,9,10
WY,8/11/2020,3,3,0,0,19,34,WY,8/18/2020,3,4
AK,8/10/2020,2,2,0,1,29,52,AK,8/17/2020,1,1
AL,8/10/2020,29,39,74,87,1479,1673,AL,8/17/2020,28,36
AR,8/10/2020,25,23,3,74,452,1509,AR,8/17/2020,26,28
AZ,8/10/2020,23,25,11,15,1219,1540,AZ,8/17/2020,25,27
CA,8/10/2020,92,99,59,81,5789,7086,CA,8/17/2020,88,101
CO,8/10/2020,6,7,66,107,214,307,CO,8/17/2020,2,5
CT,8/10/2020,0,0,0,0,71,177,CT,8/17/2020,0,0
DC,8/10/2020,1,2,6,18,211,236,DC,8/17/2020,2,1
DE,8/10/2020,1,1,0,0,41,62,DE,8/17/2020,1,1
FL,8/10/2020,9,12,86,678,7141,7748,FL,8/17/2020,10,10
GA,8/10/2020,40,44,35,96,1820,2290,GA,8/17/2020,42,42
HI,8/10/2020,1,1,2,6,148,172,HI,8/17/2020,2,2
IA,8/10/2020,6,5,3,6,245,318,IA,8/17/2020,5,6
ID,8/10/2020,4,5,2,4,184,212,ID,8/17/2020,7,7
IL,8/10/2020,17,20,15,46,830,1613,IL,8/17/2020,15,19
IN,8/10/2020,15,17,4,22,520,889,IN,8/17/2020,19,16
KS,8/10/2020,25,28,1,4,187,256,KS,8/17/2020,18,24
KY,8/10/2020,1,4,14,25,456,658,KY,8/17/2020,1,3
LA,8/10/2020,42,44,0,0,24,24,LA,8/17/2020,40,46
MA,8/10/2020,5,5,4,13,155,335,MA,8/17/2020,5,5
MD,8/10/2020,5,5,4,11,524,909,MD,8/17/2020,5,5
ME,8/10/2020,3,3,0,0,12,31,ME,8/17/2020,2,3
MI,8/10/2020,4,8,1,12,415,663,MI,8/17/2020,4,7
MN,8/10/2020,11,11,6,12,300,450,MN,8/17/2020,9,10
MO,8/10/2020,21,32,4,16,622,824,MO,8/17/2020,22,33
MS,8/10/2020,32,38,6,10,869,996,MS,8/17/2020,32,40
MT,8/10/2020,7,8,2,3,71,74,MT,8/17/2020,6,9
NC,8/10/2020,4,13,10,17,803,1208,NC,8/17/2020,2,11
ND,8/10/2020,11,14,1,1,88,106,ND,8/17/2020,12,14
NE,8/10/2020,12,13,52,74,116,150,NE,8/17/2020,10,14
NH,8/10/2020,4,6,0,0,19,46,NH,8/17/2020,2,2
NJ,8/10/2020,8,8,0,0,319,196,NJ,8/17/2020,11,10
NM,8/10/2020,11,10,1,5,114,151,NM,8/17/2020,11,10
NV,8/10/2020,6,7,3,2,874,1019,NV,8/17/2020,5,9
NY,8/10/2020,7,7,17,56,609,1508,NY,8/17/2020,9,7
OH,8/10/2020,8,8,3,32,978,1717,OH,8/17/2020,8,10
OK,8/10/2020,23,32,7,7,496,650,OK,8/17/2020,21,29
OR,8/10/2020,2,4,1,2,136,231,OR,8/17/2020,2,4
PA,8/10/2020,22,22,22,39,667,1117,PA,8/17/2020,23,24
PR,8/10/2020,9,9,4,28,229,335,PR,8/17/2020,6,7
RI,8/10/2020,2,2,6,6,81,82,RI,8/17/2020,2,2
SC,8/10/2020,44,46,12,13,1170,1326,SC,8/17/2020,43,46
SD,8/10/2020,4,6,18,20,49,57,SD,8/17/2020,5,7
TN,8/10/2020,19,19,15,22,1114,1389,TN,8/17/2020,22,21
TX,8/10/2020,115,144,166,197,7356,8707,TX,8/17/2020,117,124
UT,8/10/2020,5,7,19,20,187,216,UT,8/17/2020,5,7
VA,8/10/2020,13,14,6,8,644,993,VA,8/17/2020,11,13
VI,8/10/2020,1,1,0,0,6,6,VI,8/17/2020,1,1
VT,8/10/2020,1,1,0,1,2,12,VT,8/17/2020,1,1
WA,8/10/2020,15,17,6,15,368,487,WA,8/17/2020,12,18
WI,8/10/2020,7,7,0,8,440,663,WI,8/17/2020,9,8
WV,8/10/2020,8,9,1,4,132,198,WV,8/17/2020,9,11
WY,8/10/2020,2,2,0,1,21,39,WY,8/17/2020,3,4
AK,8/9/2020,2,2,0,1,23,47,AK,8/16/2020,2,2
AL,8/9/2020,30,33,43,77,1421,1627,AL,8/16/2020,32,33
AR,8/9/2020,24,22,16,90,442,1472,AR,8/16/2020,23,23
AZ,8/9/2020,24,26,14,22,1318,1506,AZ,8/16/2020,24,25
CA,8/9/2020,77,85,63,88,5739,6979,CA,8/16/2020,82,88
CO,8/9/2020,6,8,65,105,224,312,CO,8/16/2020,3,5
CT,8/9/2020,0,0,1,3,57,175,CT,8/16/2020,0,0
DC,8/9/2020,1,0,6,12,84,119,DC,8/16/2020,2,1
DE,8/9/2020,1,1,0,1,39,56,DE,8/16/2020,1,1
FL,8/9/2020,10,11,91,638,7242,7846,FL,8/16/2020,10,10
GA,8/9/2020,43,45,36,83,1781,2272,GA,8/16/2020,41,43
HI,8/9/2020,0,0,1,2,125,147,HI,8/16/2020,1,1
IA,8/9/2020,4,4,2,7,214,271,IA,8/16/2020,4,5
ID,8/9/2020,6,6,2,4,182,203,ID,8/16/2020,7,7
IL,8/9/2020,15,19,15,44,789,1630,IL,8/16/2020,15,20
IN,8/9/2020,11,15,3,15,498,859,IN,8/16/2020,12,13
KS,8/9/2020,21,25,2,5,181,274,KS,8/16/2020,20,24
KY,8/9/2020,1,3,17,71,421,646,KY,8/16/2020,2,4
LA,8/9/2020,41,45,0,0,23,24,LA,8/16/2020,40,45
MA,8/9/2020,4,4,6,12,153,304,MA,8/16/2020,5,5
MD,8/9/2020,5,5,4,14,528,898,MD,8/16/2020,5,5
ME,8/9/2020,3,3,1,2,13,31,ME,8/16/2020,3,3
MI,8/9/2020,3,8,2,12,397,648,MI,8/16/2020,4,6
MN,8/9/2020,8,10,15,20,284,440,MN,8/16/2020,7,9
MO,8/9/2020,20,32,9,21,608,808,MO,8/16/2020,21,30
MS,8/9/2020,33,39,4,11,864,1009,MS,8/16/2020,33,40
MT,8/9/2020,6,7,0,0,70,72,MT,8/16/2020,5,7
NC,8/9/2020,3,12,9,20,895,1282,NC,8/16/2020,5,11
ND,8/9/2020,12,13,3,4,81,103,ND,8/16/2020,12,13
NE,8/9/2020,10,11,1,6,129,185,NE,8/16/2020,10,12
NH,8/9/2020,4,7,0,0,20,41,NH,8/16/2020,2,4
NJ,8/9/2020,9,9,0,0,376,280,NJ,8/16/2020,11,9
NM,8/9/2020,11,10,1,4,118,147,NM,8/16/2020,12,11
NV,8/9/2020,5,9,1,4,880,1059,NV,8/16/2020,6,9
NY,8/9/2020,7,7,18,56,581,1468,NY,8/16/2020,6,6
OH,8/9/2020,8,9,5,29,959,1646,OH,8/16/2020,9,11
OK,8/9/2020,19,27,4,4,416,532,OK,8/16/2020,17,27
OR,8/9/2020,2,3,0,2,125,202,OR,8/16/2020,2,2
PA,8/9/2020,21,21,25,47,654,1128,PA,8/16/2020,21,24
PR,8/9/2020,6,7,10,19,222,388,PR,8/16/2020,6,7
RI,8/9/2020,1,2,5,5,89,93,RI,8/16/2020,2,2
SC,8/9/2020,44,46,6,9,1154,1335,SC,8/16/2020,43,46
SD,8/9/2020,2,6,15,16,48,59,SD,8/16/2020,3,7
TN,8/9/2020,18,16,15,27,1089,1368,TN,8/16/2020,22,21
TX,8/9/2020,115,141,125,154,7290,8559,TX,8/16/2020,118,132
UT,8/9/2020,5,7,21,21,186,230,UT,8/16/2020,4,7
VA,8/9/2020,13,14,11,13,654,954,VA,8/16/2020,11,12
VI,8/9/2020,1,1,0,0,8,8,VI,8/16/2020,1,1
VT,8/9/2020,1,1,0,0,0,10,VT,8/16/2020,1,1
WA,8/9/2020,13,17,5,13,364,468,WA,8/16/2020,14,18
WI,8/9/2020,6,7,2,3,404,636,WI,8/16/2020,11,7
WV,8/9/2020,10,10,1,4,127,197,WV,8/16/2020,8,9
WY,8/9/2020,4,4,0,0,22,43,WY,8/16/2020,4,2
AK,8/8/2020,2,2,0,0,28,56,AK,8/15/2020,2,2
AL,8/8/2020,29,36,49,63,1438,1648,AL,8/15/2020,30,35
AR,8/8/2020,24,22,16,87,434,1497,AR,8/15/2020,26,24
AZ,8/8/2020,24,26,15,20,1330,1564,AZ,8/15/2020,25,25
CA,8/8/2020,91,107,62,107,5743,7011,CA,8/15/2020,92,108
CO,8/8/2020,6,7,58,99,233,317,CO,8/15/2020,3,5
CT,8/8/2020,0,0,1,3,57,177,CT,8/15/2020,0,0
DC,8/8/2020,1,0,6,13,86,118,DC,8/15/2020,2,1
DE,8/8/2020,1,1,0,0,40,50,DE,8/15/2020,1,1
FL,8/8/2020,11,11,86,694,7321,7922,FL,8/15/2020,13,11
GA,8/8/2020,43,45,53,106,1825,2323,GA,8/15/2020,42,45
HI,8/8/2020,0,0,1,2,110,138,HI,8/15/2020,1,1
IA,8/8/2020,5,5,4,5,218,272,IA,8/15/2020,5,7
ID,8/8/2020,6,6,2,2,186,203,ID,8/15/2020,7,7
IL,8/8/2020,17,20,15,53,772,1582,IL,8/15/2020,15,20
IN,8/8/2020,11,16,2,12,505,906,IN,8/15/2020,11,14
KS,8/8/2020,21,25,1,4,194,306,KS,8/15/2020,21,24
KY,8/8/2020,1,3,9,31,393,645,KY,8/15/2020,1,3
LA,8/8/2020,43,45,0,0,25,29,LA,8/15/2020,39,45
MA,8/8/2020,5,5,5,8,163,333,MA,8/15/2020,5,5
MD,8/8/2020,5,5,8,13,538,940,MD,8/15/2020,5,5
ME,8/8/2020,3,3,1,2,10,24,ME,8/15/2020,2,2
MI,8/8/2020,4,8,5,20,393,637,MI,8/15/2020,5,6
MN,8/8/2020,8,10,3,79,291,426,MN,8/15/2020,8,9
MO,8/8/2020,19,31,14,28,583,780,MO,8/15/2020,20,29
MS,8/8/2020,32,39,5,7,863,1044,MS,8/15/2020,31,39
MT,8/8/2020,6,7,0,0,68,71,MT,8/15/2020,5,8
NC,8/8/2020,4,12,11,29,859,1242,NC,8/15/2020,9,17
ND,8/8/2020,12,12,3,4,81,99,ND,8/15/2020,12,13
NE,8/8/2020,9,10,1,6,124,164,NE,8/15/2020,10,11
NH,8/8/2020,4,7,0,0,23,45,NH,8/15/2020,2,5
NJ,8/8/2020,8,9,0,0,344,260,NJ,8/15/2020,10,9
NM,8/8/2020,11,10,1,5,118,157,NM,8/15/2020,12,12
NV,8/8/2020,5,7,3,4,906,1043,NV,8/15/2020,7,9
