critical_staffing_shortage_today_yes,critical_staffing_shortage_anticipated_within_week_yes,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_covid
46,44,2144,1683,81,20
2,2,223,194,6,1
8,7,319,266,6,2
6,6,190,165,1,1
17,19,1454,791,51,12
20,19,849,506,18,4
22,26,270,194,1,0
1,3,635,447,17,3
39,44,920,1365,20,5
5,5,269,119,10,5
8,6,788,430,5,2
3,4,33,9,0,0
4,6,642,411,8,6
7,9,435,277,17,5
20,30,850,680,26,11
31,40,785,739,9,4
7,9,63,64,0,0
2,10,1347,948,19,7
12,13,89,71,2,1
12,15,115,95,45,43
4,4,42,14,0,0
10,10,189,246,1,0
11,10,97,70,6,1
8,11,891,743,5,2
7,6,1395,518,58,18
11,12,1463,853,27,19
17,26,578,522,8,5
4,5,165,96,9,5
21,23,987,554,84,50
7,7,365,271,36,3
2,2,91,82,1,1
43,47,1012,873,10,7
6,8,58,51,15,14
22,21,1144,1002,13,8
5,6,142,130,8,8
11,12,965,666,9,4
1,1,8,8,0,0
2,1,6,1,1,0
13,17,307,235,7,6
9,7,614,392,3,1
10,10,224,150,0,0
3,3,35,20,0,0
1,1,46,35,3,2
28,35,1398,1195,19,11
27,27,707,467,15,8
22,24,1075,900,20,12
4,7,240,155,13,4
0,0,161,56,8,0
2,1,124,90,16,7
1,1,68,48,0,0
43,44,2193,1756,84,22
2,2,215,197,7,1
7,8,345,289,6,3
6,6,197,175,3,2
17,21,1488,793,43,25
17,17,827,501,15,3
20,26,274,196,4,2
1,3,596,441,15,3
40,46,985,1417,22,6
5,5,264,130,8,2
7,5,851,442,10,2
3,4,25,9,0,0
4,7,648,430,11,7
8,10,433,260,12,5
22,31,895,689,30,10
31,39,812,749,4,2
6,7,66,65,0,0
2,13,1332,946,21,7
11,13,98,76,3,1
12,15,112,92,66,52
4,4,45,15,0,0
10,10,190,257,0,0
12,10,107,73,6,1
7,11,865,728,3,0
7,6,1461,528,67,18
9,11,1560,892,13,6
19,26,594,535,9,7
3,4,165,101,8,4
20,23,1044,573,67,46
6,6,373,255,28,3
2,2,77,77,3,1
43,47,1067,920,11,6
6,8,52,48,11,11
25,24,1195,1040,20,10
6,7,143,124,7,7
11,12,960,658,7,4
1,1,14,14,0,0
1,1,7,2,1,0
17,18,321,248,5,4
9,7,611,401,2,1
10,9,235,158,2,0
3,3,34,19,0,0
2,2,48,37,2,2
29,34,1439,1230,16,7
25,25,696,452,17,3
23,25,1113,876,13,10
84,102,6609,5258,119,59
3,6,246,147,19,4
0,0,169,48,2,1
3,2,122,91,15,7
1,1,68,46,0,0
41,43,2200,1768,98,31
2,3,202,182,2,0
5,6,337,297,4,4
6,6,190,174,2,1
16,21,1544,823,58,26
19,19,880,516,16,3
20,25,285,211,4,4
1,3,643,457,17,3
41,47,1072,1448,22,6
5,5,339,153,9,3
6,5,852,465,10,2
2,3,56,16,1,1
5,7,655,438,16,9
9,10,433,262,20,9
23,30,896,693,29,11
28,38,816,770,1,1
7,9,70,66,1,1
3,13,1290,907,18,7
11,12,39,33,52,40
10,14,134,109,57,52
5,5,47,12,0,0
9,9,186,246,0,0
12,11,128,82,7,1
5,10,934,749,4,1
7,6,1593,569,74,20
9,11,1548,900,24,7
16,26,600,530,7,6
2,4,180,102,11,5
20,23,1048,584,30,5
6,6,347,274,23,1
3,3,86,83,0,0
43,47,1109,951,8,6
4,7,37,32,31,26
23,21,1225,1065,17,10
5,7,156,136,7,7
11,12,1011,682,10,3
1,1,19,19,1,0
1,1,9,2,0,0
12,18,339,248,2,1
12,7,662,414,3,2
9,10,219,149,2,0
3,4,30,18,0,0
2,2,51,40,3,2
32,37,1531,1294,27,9
24,26,684,439,4,1
24,26,1144,917,14,9
80,94,6716,5292,102,54
4,6,228,151,23,2
0,0,128,50,1,0
3,2,131,94,13,7
0,0,66,38,0,0
42,42,2203,1798,106,35
2,3,214,188,3,0
5,5,357,297,9,2
6,6,189,175,1,1
17,19,1617,830,57,25
20,19,808,531,15,4
18,24,264,196,12,12
1,3,644,466,13,2
41,47,978,1439,28,6
5,5,319,145,7,3
5,5,836,478,8,3
2,3,33,10,2,2
3,8,667,439,16,10
9,10,470,265,19,7
23,30,881,681,22,7
32,39,862,797,1,0
7,10,74,70,1,1
3,13,1376,922,24,9
10,12,92,77,1,1
9,13,120,100,70,57
4,4,44,12,0,0
9,9,190,285,0,0
11,10,109,83,4,1
7,10,897,730,4,1
9,7,1593,586,93,17
8,10,1647,947,31,7
17,25,596,530,10,9
3,4,191,110,11,6
25,26,1043,587,46,8
8,8,375,295,26,4
2,2,84,81,2,1
43,47,1158,983,8,8
5,7,62,55,10,10
22,19,1242,1081,21,12
5,7,150,127,7,7
11,12,975,689,13,5
1,1,21,21,1,0
1,1,10,2,1,0
10,19,351,253,3,2
10,7,660,428,4,1
9,10,209,142,1,0
3,4,24,15,0,0
1,1,43,37,3,2
28,36,1508,1303,26,15
26,28,721,448,4,2
25,27,1161,911,13,9
2,5,242,161,19,1
0,0,124,48,2,0
2,1,130,87,14,7
1,1,61,37,0,0
42,42,2199,1757,87,32
2,2,196,179,5,0
5,6,334,282,3,2
7,7,203,176,2,1
15,19,1534,797,71,21
19,16,835,539,13,4
18,24,323,197,7,6
1,3,624,429,15,8
40,46,992,1472,24,5
5,5,330,154,10,2
5,5,830,469,21,2
2,3,33,14,1,1
4,7,673,447,11,6
9,10,448,253,14,6
22,33,861,657,22,6
32,40,922,841,2,1
6,9,82,67,4,4
2,11,1304,903,20,8
12,14,76,65,3,1
10,14,131,105,58,52
2,2,33,12,0,0
11,10,192,282,0,0
11,10,106,84,8,1
5,9,935,775,3,1
8,10,1525,927,38,6
21,29,606,489,9,8
2,4,175,107,6,4
23,24,1008,598,58,24
6,7,382,238,18,1
2,2,80,77,2,2
43,46,1100,957,10,6
5,7,67,57,15,15
22,21,1261,1044,13,6
5,7,187,130,8,7
11,13,985,659,8,5
1,1,8,8,0,0
1,1,10,3,1,0
12,18,279,203,4,4
9,8,657,406,9,2
9,11,209,137,2,0
3,4,25,15,0,0
2,2,37,29,0,0
32,33,1517,1291,36,27
23,23,648,437,21,14
24,25,1209,975,18,11
82,88,6554,5150,70,45
3,5,274,200,90,60
0,0,133,48,3,0
2,1,127,93,11,5
1,1,51,35,0,0
41,43,2169,1693,101,28
1,1,144,137,2,0
4,5,309,275,4,3
7,7,183,164,1,1
15,20,1609,772,78,24
12,13,888,540,28,3
20,24,295,184,4,3
2,4,558,414,18,1
40,45,968,1437,18,6
5,5,338,154,3,2
5,5,831,448,9,0
3,3,29,12,0,0
4,6,636,425,15,7
7,9,402,243,20,6
21,30,863,637,16,8
33,40,928,841,3,1
5,7,68,64,6,6
5,11,1183,820,18,8
12,13,76,59,3,2
10,12,145,118,50,42
2,4,32,13,0,0
11,9,265,307,0,0
12,11,125,88,6,1
6,9,921,758,5,1
9,11,1496,899,38,8
17,27,528,425,7,5
2,2,203,140,5,4
21,24,1005,588,13,8
6,7,358,252,23,1
2,2,80,80,2,2
43,46,1095,949,12,10
3,7,60,51,14,14
22,21,1166,969,15,8
4,7,161,136,7,7
11,12,968,675,2,2
1,1,8,8,0,0
1,1,18,4,0,0
14,18,531,380,9,8
11,7,662,396,1,1
8,9,199,138,3,1
4,2,20,16,0,0
2,2,45,34,0,0
30,35,1499,1258,41,28
26,24,674,420,21,13
25,25,1211,967,16,9
3,5,267,199,90,61
0,0,133,49,3,0
2,1,128,95,11,3
1,1,54,36,0,0
42,45,2135,1675,97,28
1,1,169,144,4,1
5,7,309,263,4,2
7,7,180,165,1,1
15,20,1606,767,63,20
11,14,892,534,31,3
21,24,272,187,8,3
1,3,592,420,21,0
39,45,940,1447,10,7
5,5,336,152,3,2
5,5,820,457,28,0
2,2,32,8,0,0
5,6,646,418,13,3
8,9,395,237,17,5
20,29,841,621,27,8
31,39,919,836,9,7
5,8,67,60,6,6
9,17,1040,783,23,9
12,13,86,71,3,2
10,11,129,105,55,42
2,5,30,11,0,0
10,9,191,266,1,1
12,12,110,78,4,1
7,9,942,760,2,0
6,6,1496,564,86,17
9,11,1535,902,26,6
19,26,496,416,11,9
2,3,219,143,6,2
22,24,1018,589,62,53
7,8,377,239,21,2
2,2,83,83,5,5
43,46,1145,983,13,13
4,7,61,52,15,15
21,20,1187,985,14,9
4,7,208,158,21,20
11,12,971,648,4,3
1,1,8,8,0,0
1,1,12,3,0,0
17,21,513,377,11,9
10,8,697,407,4,1
9,10,191,134,2,1
3,4,45,18,0,0
2,2,42,33,0,0
31,37,1541,1331,34,24
28,27,692,432,17,13
25,25,1273,1024,18,9
3,4,264,199,98,65
0,0,132,48,2,0
3,2,118,91,10,3
1,1,49,35,1,0
39,45,2182,1754,82,30
2,2,171,153,3,1
6,7,313,255,4,2
7,7,184,166,1,1
15,21,1641,806,60,15
19,18,878,524,12,1
22,26,283,187,9,5
1,4,621,433,20,1
39,45,1011,1481,9,6
5,5,335,153,7,2
5,5,804,445,5,0
3,3,34,10,0,0
5,6,694,421,18,5
10,9,402,243,12,6
23,32,838,631,23,9
32,39,939,866,11,6
6,9,72,62,6,6
4,12,1101,784,18,9
12,14,98,84,3,2
12,12,130,99,68,47
4,5,35,13,0,0
9,10,194,291,1,1
12,11,116,91,6,2
7,10,996,822,5,2
7,6,1498,569,107,20
9,12,1573,921,30,6
20,27,566,465,11,9
2,3,214,139,6,2
22,23,1123,605,68,55
8,9,423,249,18,2
2,2,82,79,6,6
43,46,1203,1028,43,39
5,7,58,51,19,18
23,20,1294,1087,17,10
4,6,202,163,21,21
12,13,1012,669,3,1
1,1,6,6,0,0
1,1,13,3,0,0
14,17,517,370,12,9
9,10,703,405,3,1
8,8,197,136,1,1
3,4,42,15,0,0
2,2,53,30,2,0
33,37,1602,1345,49,37
24,24,1586,434,84,14
25,26,1311,1074,18,9
81,94,6960,5673,60,46
4,4,269,199,94,63
0,0,139,57,3,0
3,2,135,94,14,4
1,1,55,45,0,0
40,45,2268,1801,99,37
2,2,173,153,7,2
6,5,300,252,3,2
4,6,174,161,3,1
17,21,1658,792,73,16
19,19,850,522,14,4
22,25,276,188,5,1
1,4,657,455,19,2
42,45,1028,1488,9,4
5,5,355,157,8,5
4,5,854,467,11,2
3,3,34,13,1,0
5,7,714,436,13,4
9,9,409,259,10,4
21,31,843,621,29,9
34,39,951,847,6,3
5,7,65,59,0,0
5,14,1179,806,20,9
12,14,115,90,3,2
11,12,132,96,70,47
4,5,32,13,1,1
9,9,194,302,1,1
10,10,114,86,7,2
5,9,1013,804,0,3
6,5,1641,592,63,19
11,13,1769,964,36,6
21,27,640,508,17,11
4,4,231,145,12,2
21,23,1115,617,95,68
8,9,452,263,24,1
2,1,78,77,5,5
43,47,1280,1091,21,14
4,6,57,48,20,19
22,20,1290,1080,16,9
3,6,198,163,23,22
12,14,1023,673,15,7
1,1,6,6,0,0
1,1,13,2,0,0
14,18,556,368,12,7
7,9,697,400,7,3
6,7,209,139,4,1
3,4,28,14,0,0
2,2,53,34,2,1
30,39,1596,1364,30,23
26,25,1603,440,88,15
25,26,1378,1105,14,10
82,100,6722,5430,76,49
3,4,292,214,103,61
0,0,135,64,2,0
2,1,136,94,16,6
1,1,55,43,2,0
42,45,2308,1842,90,36
1,1,176,150,3,1
5,6,310,252,8,2
5,6,204,179,2,2
15,20,1664,812,69,16
18,18,924,516,13,5
22,25,275,174,6,2
1,4,660,452,24,1
43,45,937,1351,12,7
5,5,362,155,6,4
5,5,937,492,13,2
3,3,36,13,0,0
4,7,728,444,14,3
10,10,420,264,4,2
21,30,810,605,15,5
29,39,985,867,2,2
5,8,73,62,1,0
4,15,1228,787,26,9
12,14,113,94,3,1
12,16,150,106,72,58
6,7,46,16,1,1
8,9,194,298,1,1
12,10,134,96,9,2
5,9,1042,840,5,4
6,6,1673,595,59,18
10,12,1616,994,55,5
18,28,631,501,21,19
4,4,247,150,7,0
22,24,1153,651,97,67
8,9,435,276,22,8
2,2,78,78,6,6
43,47,1306,1125,17,10
5,6,55,47,16,14
22,21,1344,1086,14,10
4,7,219,184,18,18
12,14,996,670,7,5
1,1,7,7,0,0
2,1,9,2,0,0
15,15,471,345,11,7
7,8,712,422,9,6
7,9,208,133,3,1
2,3,30,15,1,0
2,2,46,28,1,0
33,40,1706,1482,52,41
25,25,1558,454,83,13
28,29,1402,1165,20,12
4,4,295,213,100,59
0,0,186,58,2,1
1,1,128,94,16,6
1,1,65,45,0,0
1,1,164,138,3,1
5,4,323,246,5,3
5,7,206,185,3,2
17,20,1625,832,62,15
20,19,877,528,16,4
23,26,312,187,5,2
1,4,689,460,29,1
43,44,25,21,0,0
5,5,377,163,9,4
7,6,920,497,12,2
3,3,35,14,0,0
4,7,733,457,9,1
10,10,442,291,6,4
20,32,875,626,18,6
34,39,974,881,6,6
4,6,76,67,2,0
4,13,1287,787,22,10
12,14,112,90,1,1
13,14,143,112,73,52
3,6,47,18,0,0
8,8,198,324,0,0
11,10,146,111,2,1
4,7,1052,870,4,4
5,6,1674,613,65,17
8,11,1943,991,47,11
20,25,615,450,11,9
3,4,238,142,6,1
21,22,1105,663,95,66
8,9,411,274,24,9
2,2,87,85,10,8
43,47,1351,1161,19,14
5,6,60,52,19,18
23,19,1313,1101,14,13
4,7,238,192,23,19
12,14,1018,690,8,6
1,1,6,6,0,0
2,1,14,2,0,0
13,14,527,367,14,7
8,8,676,413,3,0
7,9,205,139,4,1
3,3,34,19,0,0
2,2,52,29,1,0
29,39,1673,1479,87,74
25,23,1509,452,74,3
23,25,1540,1219,15,11
6,7,307,214,107,66
0,0,177,71,0,0
1,2,236,211,18,6
1,1,62,41,0,0
40,44,2290,1820,96,35
1,1,172,148,6,2
6,5,318,245,6,3
4,5,212,184,4,2
17,20,1613,830,46,15
15,17,889,520,22,4
25,28,256,187,4,1
1,4,658,456,25,14
42,44,24,24,0,0
5,5,335,155,13,4
5,5,909,524,11,4
3,3,31,12,0,0
4,8,663,415,12,1
11,11,450,300,12,6
21,32,824,622,16,4
32,38,996,869,10,6
7,8,74,71,3,2
4,13,1208,803,17,10
11,14,106,88,1,1
12,13,150,116,74,52
4,6,46,19,0,0
8,8,196,319,0,0
11,10,151,114,5,1
6,7,1019,874,2,3
7,7,1508,609,56,17
8,8,1717,978,32,3
23,32,650,496,7,7
2,4,231,136,2,1
22,22,1117,667,39,22
9,9,335,229,28,4
2,2,82,81,6,6
44,46,1326,1170,13,12
4,6,57,49,20,18
19,19,1389,1114,22,15
5,7,216,187,20,19
13,14,993,644,8,6
1,1,6,6,0,0
1,1,12,2,1,0
15,17,487,368,15,6
7,7,663,440,8,0
8,9,198,132,4,1
2,2,39,21,1,0
2,2,47,23,1,0
30,33,1627,1421,77,43
24,22,1472,442,90,16
24,26,1506,1318,22,14
77,85,6979,5739,88,63
6,8,312,224,105,65
0,0,175,57,3,1
1,0,119,84,12,6
1,1,56,39,1,0
43,45,2272,1781,83,36
0,0,147,125,2,1
4,4,271,214,7,2
6,6,203,182,4,2
15,19,1630,789,44,15
11,15,859,498,15,3
21,25,274,181,5,2
1,3,646,421,71,17
41,45,24,23,0,0
4,4,304,153,12,6
5,5,898,528,14,4
3,3,31,13,2,1
3,8,648,397,12,2
8,10,440,284,20,15
20,32,808,608,21,9
33,39,1009,864,11,4
6,7,72,70,0,0
3,12,1282,895,20,9
12,13,103,81,4,3
10,11,185,129,6,1
4,7,41,20,0,0
9,9,280,376,0,0
11,10,147,118,4,1
5,9,1059,880,4,1
7,7,1468,581,56,18
8,9,1646,959,29,5
19,27,532,416,4,4
2,3,202,125,2,0
21,21,1128,654,47,25
6,7,388,222,19,10
1,2,93,89,5,5
44,46,1335,1154,9,6
2,6,59,48,16,15
18,16,1368,1089,27,15
5,7,230,186,21,21
13,14,954,654,13,11
1,1,8,8,0,0
1,1,10,0,0,0
13,17,468,364,13,5
6,7,636,404,3,2
10,10,197,127,4,1
4,4,43,22,0,0
2,2,56,28,0,0
29,36,1648,1438,63,49
24,22,1497,434,87,16
24,26,1564,1330,20,15
6,7,317,233,99,58
0,0,177,57,3,1
1,0,118,86,13,6
1,1,50,40,0,0
43,45,2323,1825,106,53
0,0,138,110,2,1
5,5,272,218,5,4
6,6,203,186,2,2
17,20,1582,772,53,15
11,16,906,505,12,2
21,25,306,194,4,1
1,3,645,393,31,9
43,45,29,25,0,0
5,5,333,163,8,5
5,5,940,538,13,8
3,3,24,10,2,1
4,8,637,393,20,5
8,10,426,291,79,3
19,31,780,583,28,14
32,39,1044,863,7,5
6,7,71,68,0,0
4,12,1242,859,29,11
12,12,99,81,4,3
9,10,164,124,6,1
4,7,45,23,0,0
8,9,260,344,0,0
11,10,157,118,5,1
5,7,1043,906,4,3
7,7,1547,594,82,24
8,8,1720,950,35,7
22,31,574,473,13,9
3,5,197,128,6,0
21,21,1078,639,99,24
6,7,370,233,23,5
2,1,85,79,5,5
44,46,1365,1165,8,6
2,6,55,46,15,14
18,17,1359,1098,17,12
5,7,116,86,12,12
12,13,989,667,14,9
1,1,6,6,0,0
1,1,7,0,0,0
13,14,445,328,11,6
6,7,640,407,4,2
10,10,187,127,4,2
4,4,44,24,1,1
1,1,47,27,2,1
31,38,1721,1493,74,49
27,26,1494,447,94,18
24,26,1640,1399,16,15
6,7,313,236,94,68
0,0,180,59,3,1
1,0,121,86,18,6
1,1,60,42,0,0
41,45,2382,1857,101,58
0,2,151,119,2,1
7,6,284,230,3,1
6,6,206,181,2,1
17,20,1600,790,68,20
14,17,903,491,11,2
21,25,285,198,9,3
1,3,664,397,30,5
43,45,30,25,0,0
8,6,332,170,11,3
6,6,981,564,13,8
3,3,28,10,0,0
3,7,693,400,15,3
9,10,465,282,80,4
20,31,856,613,24,9
33,39,1061,880,4,3
5,6,80,74,1,0
4,11,1312,864,17,11
12,12,98,80,5,1
9,10,166,123,5,1
4,7,46,24,0,0
10,10,235,352,0,0
10,10,168,114,4,1
5,7,1023,873,5,3
7,7,1663,623,93,19
7,8,1711,975,39,5
24,33,662,531,8,6
4,5,231,129,3,1
21,21,1208,667,49,25
5,6,399,216,31,6
1,1,83,81,1,1
43,46,1417,1215,10,8
2,6,51,36,16,15
20,18,1422,1100,20,11
5,7,226,188,22,20
13,14,1000,691,8,6
1,1,4,4,0,0
1,1,8,0,0,0
13,15,524,373,10,7
6,7,601,400,4,3
10,10,212,125,3,1
3,4,41,23,1,0
2,2,56,28,2,1
29,34,1786,1567,54,50
24,26,1516,429,94,15
26,28,1759,1473,24,16
4,7,305,230,88,61
0,0,173,64,5,2
1,0,134,93,13,5
1,1,73,45,0,0
43,45,2448,1912,113,55
2,2,158,120,1,1
6,7,293,238,3,1
7,6,203,184,0,0
17,19,1453,801,44,12
13,16,901,459,13,5
19,24,316,196,6,2
1,4,732,383,29,2
44,45,31,24,0,0
7,6,335,168,5,4
4,3,991,563,13,10
3,3,26,10,1,0
3,7,650,441,7,2
9,11,466,286,83,5
19,29,836,593,20,8
33,40,1088,871,5,1
2,4,59,54,0,0
4,13,1260,852,21,9
14,14,98,77,3,1
4,4,116,102,0,0
5,7,49,25,0,0
10,9,260,387,0,0
8,9,133,92,8,0
7,7,1118,927,2,2
7,7,1478,635,92,18
7,8,1753,1004,19,2
21,24,630,507,12,10
4,4,223,128,5,2
23,21,1202,691,52,32
4,5,413,238,31,5
2,2,80,78,1,1
43,46,1405,1236,8,7
2,6,45,31,15,14
21,18,1439,1103,29,17
5,6,235,199,19,18
12,14,996,653,10,6
1,1,5,5,0,0
1,1,10,0,0,0
14,16,573,409,8,6
6,8,541,363,6,3
1,2,224,124,3,1
2,3,44,21,0,0
2,2,49,31,1,0
24,27,1764,1531,80,54
25,24,1530,434,88,15
26,28,1867,1532,22,14
4,7,318,237,64,56
0,0,156,67,5,2
1,0,146,104,9,4
1,1,74,51,1,0
1,2,127,107,1,1
5,6,303,248,6,2
7,7,197,182,4,1
17,19,1475,793,50,20
12,16,942,464,15,4
19,26,320,200,7,3
1,3,704,387,33,1
44,46,26,23,0,0
7,6,345,169,7,4
5,4,977,571,15,9
3,3,24,9,0,0
5,7,670,424,10,5
11,12,433,284,79,5
20,28,859,608,31,11
35,40,1122,898,0,0
6,8,60,49,0,0
3,17,1360,864,23,10
14,14,98,79,5,1
5,5,112,98,0,0
4,6,48,22,0,0
9,9,265,408,1,0
7,7,115,77,9,1
6,7,1172,978,1,3
7,7,1517,651,74,22
7,10,1832,1025,23,2
27,32,679,533,12,8
4,4,252,135,4,1
21,20,1312,689,48,26
13,7,456,271,41,6
2,2,82,80,1,1
43,46,1481,1292,7,6
4,6,47,34,15,13
21,18,1537,1141,35,23
4,6,244,190,23,16
12,14,999,654,11,6
1,1,6,5,0,0
1,1,4,0,0,0
12,16,520,385,7,4
5,6,536,351,13,2
9,10,219,129,2,1
3,4,35,18,0,0
2,2,42,28,0,0
27,31,1795,1525,48,34
26,29,1492,456,87,13
27,28,1878,1559,26,13
3,6,361,246,79,56
0,0,173,58,6,2
1,0,153,101,11,4
1,1,76,50,0,0
42,45,2592,1970,69,61
1,1,116,102,1,1
5,5,320,256,4,4
6,7,197,175,2,1
17,18,1483,817,55,18
9,16,879,466,16,2
18,27,319,195,10,7
1,3,623,336,26,0
44,47,32,28,0,0
7,6,351,154,12,4
5,3,1075,576,14,5
5,4,24,12,0,0
4,6,670,396,9,3
10,12,439,286,16,10
20,29,876,587,17,5
33,40,1073,871,6,6
4,7,84,80,0,0
4,11,1446,895,32,11
12,12,97,75,0,0
4,4,119,105,0,0
4,6,54,23,0,0
9,9,272,406,40,25
5,5,102,79,2,0
5,7,1191,1019,14,5
7,7,1555,631,64,21
7,10,1855,1051,43,8
27,36,691,555,11,8
4,4,241,137,4,1
20,20,1221,663,52,28
8,7,473,162,46,2
2,2,79,78,1,1
44,45,1461,1238,7,5
2,6,52,34,19,16
22,20,1467,1090,28,18
5,7,247,182,18,15
11,13,997,673,13,9
1,1,7,7,0,0
2,1,5,2,0,0
12,17,528,416,7,5
4,6,559,362,2,2
8,9,230,120,2,1
2,2,39,20,0,0
2,2,38,24,2,1
25,29,1814,1560,34,27
26,29,1473,449,113,11
28,28,1946,1603,29,15
3,5,326,246,64,55
0,0,164,61,4,0
1,0,135,101,16,6
0,0,62,46,1,0
45,47,2556,1984,47,45
0,0,89,84,1,1
4,4,321,256,4,3
6,14,212,185,30,4
15,18,1452,813,43,20
10,15,889,459,49,1
20,27,350,214,5,3
1,1,642,342,25,0
46,47,31,30,0,0
6,5,309,146,6,1
4,3,1089,574,10,4
3,3,26,12,0,0
3,7,557,310,8,4
9,11,381,271,15,8
20,28,908,634,16,6
33,37,1034,838,4,1
9,10,95,84,1,0
3,12,1308,864,24,9
11,13,64,45,2,0
4,4,130,115,0,0
5,7,59,25,0,0
10,9,826,357,65,32
5,5,70,55,2,0
9,11,1107,950,4,5
7,7,1374,629,64,23
8,10,1667,1006,35,5
26,30,627,491,13,9
3,3,218,137,1,1
23,23,1159,652,56,30
7,7,506,163,33,2
2,2,64,60,0,0
44,45,1427,1239,38,34
2,6,40,28,17,16
21,18,1474,1111,24,15
5,7,222,182,18,17
11,13,1012,695,8,6
1,1,7,7,0,0
1,1,8,1,0,0
12,15,511,422,10,7
4,6,573,392,3,3
9,9,198,114,2,1
2,3,35,19,0,0
2,2,36,24,0,0
0,0,176,77,1,0
0,0,135,102,16,8
1,1,120,93,45,45
40,43,2539,2022,106,53
0,0,77,74,1,1
4,3,312,256,8,3
6,13,212,185,35,31
15,18,1421,814,64,37
12,17,922,543,19,3
1,4,802,512,45,25
42,45,38,37,0,0
3,3,1114,606,15,5
3,3,95,74,0,0
3,6,475,292,12,9
9,11,303,207,13,5
33,38,1033,854,18,12
9,9,85,71,1,0
4,15,1354,897,29,8
12,12,62,43,1,0
4,4,121,106,0,0
3,6,94,67,0,0
11,10,1000,556,74,29
6,6,144,114,2,0
7,8,1212,1019,47,49
8,7,1551,600,57,17
9,10,1803,1089,73,44
21,28,664,559,4,3
2,2,221,133,5,0
7,7,475,164,96,63
2,2,62,60,0,0
2,6,44,39,17,15
4,7,242,200,53,50
1,1,7,7,0,0
1,1,8,2,0,0
12,14,523,403,19,5
3,5,591,375,4,2
2,2,42,21,2,0
43,45,42,37,0,0
6,5,654,447,4,1
3,3,1138,629,16,4
3,3,88,71,0,0
3,7,505,292,16,13
6,8,296,194,12,7
22,27,998,746,32,11
33,39,1036,859,13,5
9,9,78,69,1,0
3,14,1275,900,31,12
13,12,79,51,4,0
4,4,113,98,0,0
3,6,111,67,1,0
10,10,1035,552,73,30
6,6,139,114,4,0
8,9,1225,1034,2,8
9,7,1582,632,65,18
11,11,1874,1175,32,5
25,33,712,578,9,2
2,2,255,138,5,1
24,25,1432,952,62,31
7,7,538,225,33,2
2,2,55,52,1,1
44,45,1713,1532,6,5
2,6,42,36,18,13
19,17,1721,1430,20,10
5,7,313,230,23,17
11,12,1186,901,55,38
1,1,7,7,0,0
1,1,8,2,1,0
10,14,501,408,26,2
6,6,608,380,3,1
6,9,422,341,2,1
3,2,44,23,2,0
2,2,50,26,1,1
23,25,2025,1790,47,36
28,29,1782,680,111,8
29,30,2364,1978,27,13
3,5,422,331,70,57
0,0,168,74,1,0
0,0,162,99,26,8
1,1,166,138,8,8
42,43,2645,2068,73,17
0,0,70,67,0,0
4,3,327,243,9,4
6,13,233,227,0,0
15,18,1437,810,51,20
12,17,929,545,16,1
19,26,470,343,13,6
1,4,776,522,25,2
2,2,39,22,0,0
26,30,1862,1574,64,45
30,32,793,437,20,8
27,28,2200,1772,23,10
4,5,371,274,74,61
0,0,171,73,2,0
1,1,160,96,24,9
1,1,121,102,10,10
41,43,2538,1959,74,18
0,0,81,75,0,0
2,5,329,257,5,4
6,13,219,197,3,2
17,19,1405,758,53,18
13,17,945,483,17,3
19,27,350,222,7,1
4,4,610,361,18,3
44,46,38,36,1,1
6,5,339,144,6,1
3,3,1134,607,24,6
3,3,28,12,0,0
5,6,524,291,22,16
7,10,312,210,14,8
20,26,813,593,22,15
32,38,1027,852,7,3
9,9,92,75,1,0
3,14,1259,884,30,12
13,11,81,54,4,0
4,4,116,101,0,0
4,6,63,24,0,0
11,10,935,385,80,36
6,6,109,79,2,0
6,8,1186,976,4,11
9,7,1779,638,84,18
11,12,1721,1027,46,5
29,37,686,543,9,5
3,2,243,134,2,1
25,26,1119,615,53,29
9,8,454,110,34,0
2,2,70,60,1,1
44,45,1419,1234,9,7
2,6,30,22,1,0
22,19,1532,1165,15,7
5,7,261,207,20,17
12,14,1038,701,5,3
1,1,7,7,0,0
1,1,5,2,0,0
14,15,479,381,35,10
5,5,549,361,3,1
7,9,187,111,4,1
3,3,46,23,2,0
2,2,46,25,0,0
25,29,1828,1617,61,40
30,33,773,439,21,5
29,28,2206,1812,23,14
4,5,360,263,68,60
0,0,172,70,0,0
1,0,151,88,19,6
1,1,122,107,9,8
0,0,78,68,1,0
2,3,326,234,5,4
6,13,219,198,4,3
17,18,1414,742,54,15
13,17,793,417,10,2
20,26,344,217,4,2
2,5,604,350,18,3
43,45,36,36,0,0
6,5,310,143,7,1
4,3,1093,603,30,8
3,3,43,12,1,0
7,5,491,285,17,15
9,11,286,189,20,8
21,26,795,609,43,36
33,38,1093,858,3,0
7,8,81,74,6,0
3,13,1385,882,26,12
12,12,33,17,2,0
4,6,276,217,0,0
4,6,54,23,1,0
10,10,835,339,76,33
6,6,122,83,2,0
5,8,1189,997,46,9
8,8,1586,634,91,20
9,9,1832,1042,59,5
29,38,702,565,7,6
2,3,236,135,3,1
21,24,1082,594,53,31
3,5,474,137,27,1
2,2,55,44,4,1
44,46,1502,1299,14,7
